"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH1"
"302",0.06,"E 17TH AVENUE PKWY","E","5  Major Collector",152,4,4,10,19000,3,0.71
"303",0.06,"E 1ST AVE","E","5  Major Collector",36,4,2,10,4400,3,0.62
"304",0.1,"N SYRACUSE ST","N","4  Minor Arterial",71,4,2,12,1900,3,2.2
"305",0.08,"W 26TH AVE","W","4  Minor Arterial",36,4,2,10,7100,3,1.53
"306",0.01,"E MISSISSIPPI AVE","E","4  Minor Arterial",36,4,2,10,15000,3,0.02
"307",0.03,"E 1ST AVE","E","3  Principal Arterial - Other",62,4,6,10,41000,1,1.1
"308",0.05,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.54
"309",0.04,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.785
"310",0.12,"N TENNYSON ST","N","5  Major Collector",40,4,2,10,4000,3,1.58
"311",0.06,"N DOWNING ST","N","4  Minor Arterial",40,4,2,10,11000,1,1.939
"312",0.03,"W 38TH AVE","W","4  Minor Arterial",40,2.5,4,10,21000,3,0.14
"313",0.06,"W 14TH AVE","W","5  Major Collector",32,4,2,10,8400,3,0.67
"314",0.08,"E 47TH AVE","E","5  Major Collector",34,4,2,10,4400,3,0.48
"315",0.1,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",24,2.5,2,12,11000,2,0.1
"316",0.05,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,15,3200,3,2
"317",0.07,"MORRISON RD","SW","4  Minor Arterial",48,4,3,10,13000,3,0.17
"318",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,36000,1,1
"319",0.12,"S IRVING ST","S","5  Major Collector",40,2.5,2,10,4100,3,3.085
"321",0.07,"E 26TH AVE","E","5  Major Collector",36,2.5,2,10,5900,3,0.99
"322",0.05,"W EVANS AVE","W","5  Major Collector",48,4,2,10,13000,2,1.78
"323",0.02,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,1.43
"324",0.06,"S TEJON ST","S","5  Major Collector",36,2.5,2,10,1500,2,1.8
"325",0.06,"E HALE PKWY","SE","5  Major Collector",110,4,4,12,5800,3,0.24
"326",0.04,"LAWRENCE ST","NE","4  Minor Arterial",40,4,3,13,5400,1,1.035
"327",0.14,"N MONACO STREET PKWY","N","4  Minor Arterial",56,4,4,10,10000,3,3.755
"328",0.07,"15TH ST","NW","4  Minor Arterial",40,2.5,3,10,12000,1,1.17
"329",0.03,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.98
"330",0.04,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,3.09
"331",0.05,"E ANDREWS DR","E","5  Major Collector",94,4,2,10,4900,3,0.79
"332",0.12,"W 46TH AVE","W","5  Major Collector",40,4,2,10,6500,3,0.38
"333",0.07,"S SYRACUSE ST","S","5  Major Collector",36,4,4,11,12000,3,0.3
"334",0.06,"PARK AVE W","NW","3  Principal Arterial - Other",48,4,4,10,19000,1,0.95
"335",0.06,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,1.03
"336",0.05,"CENTRAL ST","NE","5  Major Collector",40,4,2,10,11000,3,0.29
"337",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,1,4,12,27000,0,1.6
"338",0.06,"W 26TH AVE","W","4  Minor Arterial",32,1,2,10,7100,3,1.15
"339",0.13,"N TEJON ST","N","5  Major Collector",36,4,2,12,990,3,0.25
"340",0.09,"BLAKE ST","NE","5  Major Collector",44,4,2,12,4200,3,0.88
"341",0.12,"S LOGAN ST","S","4  Minor Arterial",40,4,2,10,9900,3,1.51
"342",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,6,10,34000,0,2.24
"343",0.03,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,22000,3,0.24
"345",0.03,"BLAKE ST","NE","4  Minor Arterial",44,4,3,12,7800,0,2.18
"346",0.06,"E 14TH AVE","E","4  Minor Arterial",32,4,2,10,6200,3,4.35
"347",0.08,"W 23RD AVE","W","5  Major Collector",50,4,2,10,6200,3,1
"348",0.05,"E VIRGINIA AVE","E","5  Major Collector",32,4,2,10,4700,3,0.78
"349",0.04,"E UNION AVE","E","5  Major Collector",20,4,2,10,7800,3,0.04
"350",0.07,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.5
"351",0.01,"AURARIA PKWY","N","3  Principal Arterial - Other",20,4,2,10,34000,0,0.7
"352",0.02,"E ILIFF AVE","E","5  Major Collector",32,1,2,10,4100,3,2.08
"353",0.019,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,18000,1,1.32
"354",0.03,"E 75TH AVE","E","5  Major Collector",20,4,2,12,8700,2,2.64
"355",0.07,"S DAYTON ST","S","5  Major Collector",26,2.5,2,13,8500,3,0.86
"356",0.03,"STOUT ST","NE","4  Minor Arterial",48,4,2,12,5700,0,1.53
"357",0.06,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",72,4,6,12,20000,3,0.8
"358",0.13,"S PATTON CT","S","5  Major Collector",36,2.5,2,12,1100,3,1.05
"359",0.001,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,26000,1,3.7
"360",0.06,"N HOLLY ST","N","5  Major Collector",40,4,2,10,4300,3,3.59
"361",0.06,"E 35TH AVE","E","5  Major Collector",26,4,2,10,4700,3,2.03
"362",0.02,"BLAKE ST","NE","4  Minor Arterial",44,1,4,11,7800,0,2.38
"363",0.02,"E LOUISIANA AVE","E","5  Major Collector",20,4,2,10,3700,3,0.51
"364",0.06,"E 47TH AVE","E","5  Major Collector",34,4,2,12,6700,3,0.06
"365",0.14,"ARKINS CT","E","5  Major Collector",36,4,2,10,4900,3,0.14
"366",0.06,"E 3RD AVE","E","5  Major Collector",30,4,2,10,4600,3,0.31
"367",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,0.57
"368",0.06,"E VIRGINIA AVE","E","5  Major Collector",32,4,2,10,4700,3,0.61
"369",0.09,"WALNUT ST","NE","5  Major Collector",32,4,2,12,6400,3,1.08
"370",0.08,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,26000,2,0.4
"371",0.05,"E 1ST AVE","E","4  Minor Arterial",32,4,2,11,6700,3,0.305
"372",0.04,"E EXPOSITION AVE","E","5  Major Collector",36,4,2,11,8000,3,0.77
"373",0.06,"E 35TH AVE","E","5  Major Collector",36,4,2,10,2100,3,0.26
"374",0.04,"PARK AVE W","NW","3  Principal Arterial - Other",48,4,4,10,19000,1,1.03
"375",0.08,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,11000,1,0.74
"376",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,36000,1,1.12
"377",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other",44,4,4,10,32000,1,0.7
"378",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.385
"379",0.09,"LARIMER ST","NE","4  Minor Arterial",44,1,4,11,5000,3,0.39
"380",0.09,"CALIFORNIA ST","NE","5  Major Collector",36,4,2,11,3200,3,0.72
"381",0.08,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.95
"382",0.04,"S LOWELL BLVD","S","4  Minor Arterial",46,1,2,10,9400,3,0.04
"383",0.05,"E YALE AVE","E","4  Minor Arterial",48,4,2,10,11000,3,1.668
"384",0.06,"E BAYAUD AVE","E","5  Major Collector",44,4,2,10,4700,3,0.38
"385",0.02,"E EXPOSITION AVE","E","5  Major Collector",36,4,2,11,8000,3,0.79
"386",0.03,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,1.18
"387",0.06,"W HARVARD AVE","W","5  Major Collector",36,4,2,10,1500,3,0.89
"388",0.05,"E MAXWELL PL","E","5  Major Collector",60,4,2,10,3500,3,0.28
"389",0.12,"S STEELE ST","S","5  Major Collector",30,4,2,10,5000,3,0.84
"390",0.06,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,10,18000,0,2.2
"391",0.12,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,16000,3,2.84
"392",0.04,"BLAKE ST","NE","4  Minor Arterial",44,1,3,11,7800,0,2.36
"393",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other",44,1,4,10,26000,1,0.2
"394",0.02,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,2.645
"395",0.05,"N CROWN BLVD","NE","5  Major Collector",36,4,2,10,2000,3,2.045
"396",0.01,"N PEORIA ST","N","3  Principal Arterial - Other",84,4,6,11,43000,1,0.6
"397",0.06,"W 52ND AVE","W","5  Major Collector",34,4,2,10,3500,3,1.02
"398",0.06,"E DARTMOUTH AVE","E","5  Major Collector",36,4,2,10,8500,3,0.72
"399",0.12,"S LOGAN ST","S","4  Minor Arterial",40,4,2,10,9900,3,1.88
"400",0.24,"E SMITH RD","E","4  Minor Arterial",22,4,2,10,5800,3,0.34
"401",0.03,"S QUEBEC WAY","S","5  Major Collector",24,1,2,10,4700,3,0.295
"402",0.1,"N WASHINGTON ST","N","3  Principal Arterial - Other",40,1,2,10,22000,0,0.8
"403",0.06,"E 3RD AVE","E","5  Major Collector",40,4,2,10,3900,3,1.73
"404",0.06,"W 50TH AVE","W","5  Major Collector",30,4,2,10,7100,1,0.24
"405",0.11,"N KALAMATH ST","N","4  Minor Arterial",52,4,3,10,20000,3,0.46
"406",0.06,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.23
"407",0.06,"W 10TH AVE","W","5  Major Collector",40,4,2,10,5900,3,1.155
"408",0.01,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,4400,3,1.94
"409",0.03,"PARK AVE W","NW","3  Principal Arterial - Other",48,2.5,4,10,10000,1,0.82
"410",0.07,"E 1ST AVE","E","5  Major Collector",62,4,4,10,11000,0,1.36
"411",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.14
"412",0.06,"E 24TH AVE","E","5  Major Collector",36,4,2,13,140,0,0.16
"413",0.12,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial",28,4,2,10,21000,3,0.98
"414",0.03,"W 44TH AVE","W","4  Minor Arterial",34,4,2,10,6900,3,1.79
"415",0.11,"N STEELE ST","N","5  Major Collector",32,1,2,10,1200,3,0.26
"416",0.06,"S QUEBEC ST","S","4  Minor Arterial",88,4,2,10,19000,3,0.06
"417",0.07,"N SPEER BLVD","NW","4  Minor Arterial",40,4,2,10,15000,1,0.88
"418",0.08,"E 51ST AVE","E","5  Major Collector",38,4,2,10,8700,3,0.66
"419",0.01,"E YALE AVE","E","4  Minor Arterial",44,4,3,10,20000,1,0.01
"420",0.05,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,3.19
"421",0.06,"S TEJON ST","S","5  Major Collector",40,2.5,2,10,5300,3,0.18
"422",0.09,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.79
"423",0.01,"W 44TH AVE","W","5  Major Collector",20,4,2,12,4100,3,0.21
"424",0.04,"E CHERRY CREEK SOUTH DR","E","4  Minor Arterial",28,4,2,10,21000,3,0.38
"425",0.06,"N KALAMATH ST","N","3  Principal Arterial - Other",52,4,6,10,39000,1,1.07
"426",0.01,"E YALE AVE","E","4  Minor Arterial",50,4,4,11,14000,1,0.72
"427",0.06,"E YALE AVE","E","4  Minor Arterial",36,4,2,10,4800,3,0.06
"428",0.05,"S BROADWAY","S","3  Principal Arterial - Other",62,4,4,10,27000,1,2.85
"429",0.13,"N QUEBEC ST","N","4  Minor Arterial",28,4,2,10,14000,2,2.06
"430",0.17,"E CHERRY CREEK SOUTH DR","E","4  Minor Arterial",20,4,2,10,14000,3,0.17
"431",0.07,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,2.61
"432",0.06,"LAWRENCE ST","NE","4  Minor Arterial",40,4,2,12,1800,0,1.395
"433",0.036,"E 56TH AVE","E","3  Principal Arterial - Other",58,4,2,10,24000,2,1.136
"434",0.04,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,1.34
"435",0.06,"E 11TH AVE","E","4  Minor Arterial",32,4,2,10,12000,3,1.28
"436",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.21
"437",0.08,"MORRISON RD","SW","4  Minor Arterial",48,4,2,10,13000,3,0.33
"438",0.06,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,4,4,10,13000,3,1.86
"439",0.03,"E BAYAUD AVE","E","5  Major Collector",44,4,2,10,4700,3,0.47
"440",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.78
"441",0.04,"20TH ST","NW","4  Minor Arterial",52,1,4,9,25000,3,0.64
"442",0.05,"E OHIO AVE","E","3  Principal Arterial - Other",24,4,2,10,8600,2,0.07
"444",0.09,"LARIMER ST","NE","4  Minor Arterial",44,1,4,11,12000,1,0.84
"445",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.06
"446",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3.1
"447",0.06,"E 19TH AVE","E","5  Major Collector",48,4,3,10,4600,1,0.47
"448",0.084,"S LOWELL BLVD","S","5  Major Collector",30,1,2,10,2800,3,0.084
"449",0.08,"N BROADWAY","N","3  Principal Arterial - Other",72,4,5,10,25000,1,1.9
"450",0.13,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,24000,3,0.64
"451",0.08,"E YALE AVE","SE","4  Minor Arterial",72,4,4,10,14000,1,0.33
"452",0.1,"W 6TH AVE","W","5  Major Collector",60,1,4,10,5700,3,0.27
"453",0.04,"CHAMPA ST","NE","4  Minor Arterial",36,4,2,10,7800,2,0.04
"454",0.06,"N KALAMATH ST","N","5  Major Collector",30,2.5,2,10,850,3,0.2
"455",0.08,"E ANDREWS DR","E","5  Major Collector",94,4,2,10,4900,3,0.59
"456",0.05,"N UVALDA ST","N","5  Major Collector",60,4,2,10,2700,3,0.59
"457",0.05,"PARK AVE","NW","4  Minor Arterial",60,4,4,10,15000,3,0.72
"458",0.06,"E 23RD AVE","E","4  Minor Arterial",48,4,3,10,11000,3,3.15
"459",0.1,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,0.94
"460",0.1,"MORRISON RD","SW","4  Minor Arterial",48,4,2,10,13000,3,1.11
"461",0.01,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,5,10,29000,0,0.61
"462",0.05,"W LOUISIANA AVE","W","5  Major Collector",36,4,2,10,3900,3,1.37
"463",0.08,"W 35TH AVE","W","5  Major Collector",34,4,2,10,1800,3,0.68
"464",0.06,"E EXPOSITION AVE","E","5  Major Collector",32,4,2,11,8000,3,0.42
"465",0.01,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,12,20000,3,1
"466",0.04,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.17
"467",0.08,"WELTON ST","NE","5  Major Collector",40,4,2,10,5600,3,1.78
"468",0.08,"W 26TH AVE","W","5  Major Collector",36,1,2,10,11000,3,0.32
"469",0.24,"N CHAMBERS RD","N","4  Minor Arterial",24,4,2,10,30000,1,0.755
"470",0.11,"N YORK ST","N","4  Minor Arterial",36,1,2,10,15000,3,1.27
"471",0.1,"N DAHLIA ST","N","5  Major Collector",30,2.5,2,13,640,3,0.1
"472",0.11,"N GRANT ST","N","4  Minor Arterial",48,1,3,10,10000,1,0.73
"473",0.01,"S QUEBEC ST","S","4  Minor Arterial",20,4,2,10,8400,3,0.37
"474",0.045,"E ANDREWS DR","SE","5  Major Collector",44,4,2,10,4900,3,1.56
"475",0.01,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.6
"476",0.06,"N TENNYSON ST","N","5  Major Collector",32,4,2,10,4000,3,0.66
"477",0.16,"N RACE CT","NW","5  Major Collector",30,2.5,2,10,2200,3,0.23
"478",0.11,"N WASHINGTON ST","N","4  Minor Arterial",32,4,2,10,5400,3,0.735
"479",0.04,"E EVANS AVE","E","3  Principal Arterial - Other",62,4,4,10,46000,3,3.6
"480",0.09,"N BROADWAY","N","3  Principal Arterial - Other",66,4,4,12,19000,0,0.09
"481",0.01,"S LINCOLN ST","S","3  Principal Arterial - Other",44,1,4,10,23000,0,0.58
"482",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.86
"483",0.13,"N PERRY ST","N","5  Major Collector",32,4,2,10,6400,3,0.13
"484",0.13,"N KNOX CT","N","5  Major Collector",32,4,2,10,2100,3,0.76
"485",0.06,"E 1ST AVE","E","5  Major Collector",62,4,4,10,11000,0,1.6
"486",0.02,"E BUCHTEL BLVD","SE","5  Major Collector",30,4,2,11,7000,1,0.19
"487",0.04,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.4
"488",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.39
"489",0.06,"S LOGAN ST","S","4  Minor Arterial",62,1,2,10,12000,3,0.06
"490",0.07,"N WASHINGTON ST","N","4  Minor Arterial",32,2.5,2,10,5300,3,0.19
"491",0.06,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.755
"492",0.03,"N DOWNING ST","N","4  Minor Arterial",48,4,2,10,4700,3,1.569
"493",0.08,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,12000,3,2.125
"494",0.12,"N TEJON ST","N","5  Major Collector",36,4,2,12,990,3,0.12
"495",0.01,"N PEORIA ST","N","4  Minor Arterial",48,4,4,12,40000,3,0.41
"496",0.07,"W 13TH AVE","W","5  Major Collector",36,4,2,10,7900,1,1.03
"497",0.11,"E MEXICO AVE","E","5  Major Collector",52,4,3,12,9500,2,1.06
"498",0.07,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,12,2300,3,0.19
"499",0.12,"E LOUISIANA AVE","E","5  Major Collector",44,4,2,11,6000,3,0.72
"500",0.01,"W 32ND AVE","W","4  Minor Arterial",34,2.5,2,10,6700,3,1.15
"501",0.06,"W 48TH AVE","W","5  Major Collector",30,4,2,10,4500,3,1.87
"502",0.03,"N JOSEPHINE ST","N","5  Major Collector",34,4,2,10,6700,3,0.54
"503",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.18
"504",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,0.8
"505",0.02,"S YOSEMITE ST","S","4  Minor Arterial",36,4,4,10,27000,1,1.33
"506",0.06,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.54
"507",0.12,"S DAHLIA ST","S","5  Major Collector",48,4,2,12,4900,3,1.37
"508",0.06,"E 17TH AVE","E","4  Minor Arterial",26,4,2,10,8500,3,0.7
"509",0.06,"W LOUISIANA AVE","W","5  Major Collector",44,4,2,10,3900,3,0.18
"510",0.08,"N WASHINGTON ST","N","3  Principal Arterial - Other",40,1,2,10,22000,0,0.7
"511",0.1,"20TH ST","NW","3  Principal Arterial - Other",52,1,5,10,26000,1,0.84
"512",0.04,"E 6TH AVE","E","3  Principal Arterial - Other",60,4,5,10,30000,0,0.74
"513",0.09,"ARAPAHOE ST","NE","5  Major Collector",56,4,4,14,7200,3,0.27
"514",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,5.295
"515",0.06,"N SPEER BLVD","NW","3  Principal Arterial - Other",72,4,5,10,31000,0,0.56
"516",0.01,"E 6TH AVE","E","3  Principal Arterial - Other",60,4,4,10,30000,0,0.75
"517",0.03,"LARIMER ST","NE","4  Minor Arterial",33,4,2,11,3000,0,0.63
"518",0.1,"E 56TH AVE","E","4  Minor Arterial",24,4,5,12,25000,2,0.1
"519",0.045,"N IRVING ST","N","4  Minor Arterial",46,4,4,10,2700,3,0.115
"520",0.01,"W EVANS AVE","W","3  Principal Arterial - Other",20,2.5,4,12,32000,1,0.3
"521",0.03,"N PEORIA ST","N","4  Minor Arterial",48,4,4,12,40000,3,0.4
"522",0.07,"15TH ST","NW","4  Minor Arterial",52,2.5,5,10,11000,3,0.11
"523",0.02,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,5,10,24000,1,0.2
"524",0.1,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",44,4,4,10,35000,3,0.4
"525",0.05,"W HARVARD AVE","W","5  Major Collector",36,4,2,11,1500,3,0.25
"526",0.03,"W YALE AVE","W","4  Minor Arterial",30,4,2,10,9000,3,0.03
"527",0.14,"W QUINCY AVE","W","4  Minor Arterial",40,4,2,10,12000,3,0.14
"528",0.07,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,0.81
"529",0.1,"N HAVANA WAY","NW","3  Principal Arterial - Other",28,4,2,10,7600,0,0.2
"530",0.05,"W LOUISIANA AVE","W","5  Major Collector",36,4,2,10,3900,3,1.27
"531",0.14,"W 38TH AVE","W","4  Minor Arterial",44,4,4,10,21000,3,0.28
"532",0.04,"N TENNYSON ST","N","5  Major Collector",38,4,2,10,4000,3,0.16
"533",0.05,"W JEWELL AVE","W","4  Minor Arterial",48,4,4,10,12000,0,1.4
"534",0.06,"STOUT ST","NE","4  Minor Arterial",48,4,2,12,5700,0,1.83
"535",0.08,"W 23RD AVE","W","5  Major Collector",38,4,2,12,8500,2,0.44
"536",0.2,"W QUINCY AVE","W","4  Minor Arterial",40,4,2,10,12000,3,0.57
"537",0.07,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,0.67
"538",0.04,"N FOX ST","N","5  Major Collector",32,2.5,2,12,3900,0,0.46
"539",0.05,"W YALE AVE","W","4  Minor Arterial",36,1,2,10,9100,3,0.46
"540",0.14,"S WEBSTER ST","S","5  Major Collector",36,4,2,10,2800,3,0.35
"541",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3.2
"542",0.1,"E CHERRY CREEK NORTH DR","SE","3  Principal Arterial - Other",48,4,4,10,33000,0,0.1
"543",0.25,"N DAHLIA ST","N","5  Major Collector",30,1,2,10,5700,3,2.73
"544",0.06,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.11
"545",0.13,"S WASHINGTON ST","S","4  Minor Arterial",32,4,2,10,5300,3,1.48
"546",0.06,"N IRVING ST","N","5  Major Collector",28,1,2,10,2700,3,0.485
"547",0.11,"S MONACO STREET PKWY","S","4  Minor Arterial",76,2.5,4,10,14000,3,2.83
"548",0.05,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,7900,1,1.06
"549",0.21,"GREEN VALLEY RANCH BLVD","SE","4  Minor Arterial",36,4,2,11,12000,3,3.295
"550",0.09,"N DOWNING ST","N","4  Minor Arterial",34,2.5,2,10,4700,3,1.189
"551",0.01,"N WASHINGTON ST","N","3  Principal Arterial - Other",40,4,4,10,22000,0,0.31
"552",0.025,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,26000,1,3.5
"553",0.02,"W 26TH AVE","W","4  Minor Arterial",36,4,2,10,7100,3,1.64
"554",0.06,"E 1ST AVE","E","5  Major Collector",40,4,2,11,6800,3,2.53
"555",0.1,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other",50,4,4,10,16000,1,0.5
"556",0.09,"TREMONT PL","NE","5  Major Collector",32,4,2,10,3700,3,0.3
"557",0.06,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,1.85
"558",0.04,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,15,3200,3,1.87
"559",0.02,"E UNION AVE","E","5  Major Collector",20,4,2,10,6200,3,0.4
"560",0.08,"N BROADWAY","N","3  Principal Arterial - Other",66,4,4,12,19000,0,0.3
"561",0.01,"N KALAMATH ST","N","3  Principal Arterial - Other",52,4,5,10,39000,1,1.01
"562",0.06,"W 46TH AVE","W","5  Major Collector",38,4,2,10,5600,3,2.13
"564",0.02,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,10000,1,1.74
"565",0.13,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,24000,3,0.77
"566",0.05,"E 75TH AVE","E","5  Major Collector",20,4,2,12,8700,2,2.79
"567",0.04,"22ND ST","NW","3  Principal Arterial - Other",48,2.5,4,10,21000,1,0.2
"568",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",78,1,4,10,26000,3,1
"569",0.06,"E 23RD AVE","E","4  Minor Arterial",48,4,3,10,11000,3,3.27
"570",0.11,"N SANTA FE DR","N","4  Minor Arterial",52,4,3,10,19000,3,1.39
"571",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.42
"572",0.036,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,3.036
"573",0.05,"W 52ND AVE","W","5  Major Collector",34,4,2,10,3500,3,0.76
"574",0.08,"N TENNYSON ST","N","5  Major Collector",38,4,2,10,4000,3,0.24
"575",0.02,"S LOWELL BLVD","S","4  Minor Arterial",46,1,2,10,9400,3,0.06
"576",0.05,"N UVALDA ST","N","5  Major Collector",60,4,2,10,2700,3,0.64
"577",0.045,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,2.9
"578",0.1,"S TENNYSON ST","S","5  Major Collector",36,4,2,10,4800,3,0.59
"579",0.09,"CALIFORNIA ST","NE","5  Major Collector",36,4,2,11,3500,3,1.08
"580",0.05,"S DAHLIA ST","S","5  Major Collector",40,4,2,12,4900,3,0.18
"581",0.09,"TREMONT PL","NE","5  Major Collector",32,4,2,10,3700,3,0.21
"582",0.09,"WELTON ST","NE","5  Major Collector",48,4,3,11,5300,3,0.43
"583",0.09,"CHAMPA ST","NE","4  Minor Arterial",48,4,3,10,6100,3,1.62
"584",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",24,4,5,12,25000,2,0.5
"585",0.07,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,0.88
"586",0.08,"S IRVING ST","S","5  Major Collector",40,2.5,2,10,4100,3,2.04
"587",0.06,"14TH ST","NW","4  Minor Arterial",52,4,4,10,3300,3,0.57
"588",0.08,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,2800,3,0.17
"589",0.064,"E 56TH AVE","E","3  Principal Arterial - Other",58,4,2,10,24000,2,1.2
"590",0.19,"S RALEIGH ST","S","5  Major Collector",44,4,2,11,3600,3,0.47
"591",0.09,"GLENARM PL","NE","5  Major Collector",48,4,3,10,5300,3,0.54
"592",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,1.7
"594",0.06,"E 35TH AVE","E","5  Major Collector",34,4,2,10,4700,3,2.43
"595",0.06,"W 29TH AVE","W","4  Minor Arterial",44,4,2,10,8500,3,1.025
"596",0.02,"W 32ND AVE","W","4  Minor Arterial",32,2.5,2,12,3000,2,0.02
"597",0.1,"S DAHLIA ST","S","5  Major Collector",32,1,2,11,1900,3,0.12
"598",0.04,"E 8TH AVE","E","4  Minor Arterial",44,1,2,10,12000,1,1.565
"599",0.05,"W 14TH AVE","W","5  Major Collector",36,4,2,10,3800,3,0.13
"600",0.05,"W YALE AVE","W","4  Minor Arterial",36,1,2,10,9100,3,1.35
"601",0.06,"W 50TH AVE","W","5  Major Collector",36,4,2,10,3700,3,0.47
